Point ID,Activation,Points_0,Points_1,Points_2
0,17,53.781,40.196,233.48
1,17,53.955,39.983,233.47
2,17,53.782,40.2,233.87
3,17,53.951,39.989,233.87
4,17,54.322,39.541,234.66
5,17,54.33,39.551,234.96
6,16,55.934,37.954,231.61
7,16,56.151,37.77,231.44
8,16,55.967,37.984,231.29
9,16,55.488,38.311,232.32
10,16,55.679,38.108,232.29
11,16,55.302,38.519,232.28
12,16,55.469,38.28,232.71
13,16,55.41,38.206,234.29
14,16,55.593,37.993,234.29
15,16,55.764,37.777,234.68
16,16,55.403,38.202,234.68
17,17,54.679,39.079,234.69
18,17,54.504,39.306,234.69
19,15,52.662,41.884,229.92
20,15,52.621,41.842,230.3
21,15,52.847,41.674,229.88
22,15,52.807,41.628,230.27
23,15,52.438,42.061,230.3
24,15,52.351,41.987,233.48
25,15,52.569,41.757,233.9
26,15,52.203,42.223,233.86
27,15,52.381,41.998,233.87
28,14,51.025,43.837,232.28
29,14,50.886,44.076,232.28
30,14,51.027,43.846,232.68
31,14,50.867,44.125,232.72
32,16,54.701,39.11,235.45
33,16,54.529,39.354,235.5
34,16,54.724,39.132,235.75
35,16,54.589,39.355,235.9
36,17,57.887,37.099,240.96
37,16,55.479,39.483,239.05
38,16,55.305,39.757,239.1
39,16,55.551,39.53,239.34
40,16,55.749,39.342,239.52
41,16,55.823,39.421,239.88
42,16,55.431,39.779,239.49
43,16,55.193,39.995,239.24
44,16,55.672,39.66,239.92
45,16,55.617,39.596,239.65
46,17,57.111,38.319,241.35
47,17,56.999,38.56,241.5
48,16,55.829,39.841,240.68
49,16,55.664,40.123,240.74
50,16,55.892,39.903,240.96
51,16,55.785,40.153,241.11
52,16,56.174,39.345,240.71
53,16,56.008,39.61,240.74
54,16,56.234,39.449,241.06
55,16,56.416,39.216,241.13
56,17,57.752,37.348,241.11
57,17,57.948,37.163,241.27
58,15,52.341,42.754,236.12
59,15,52.226,43.01,236.26
60,15,52.05,43.316,236.31
61,15,52.27,43.095,236.56
62,16,54.214,40.971,238.29
63,16,54.052,41.242,238.32
64,15,52.682,43.095,237.77
65,15,53.028,42.607,237.88
66,15,53.078,42.694,238.17
67,15,53.254,42.513,238.34
68,15,53.202,42.429,238.05
69,15,52.856,42.914,237.94
70,14,51.091,45.502,237.34
71,14,51.43,45.003,237.46
72,14,51.481,45.095,237.76
73,14,51.19,45.211,237.13
74,16,54.269,41.08,238.65
75,16,54.333,41.143,238.94
76,15,53.935,41.545,238.54
77,15,54.106,41.369,238.7
78,15,53.824,41.802,238.68
79,15,53.998,41.624,238.85
80,15,54.17,41.734,239.52
81,15,54.23,41.844,239.86
82,15,54.008,42.005,239.54
83,15,53.897,42.304,239.75
84,13,51.081,46.697,239.37
85,13,51.246,46.513,239.54
86,13,51.481,46.289,239.85
87,13,51.337,46.568,239.89
88,13,51.545,46.353,240.13
89,14,52.289,45.916,241.36
90,14,52.468,45.738,241.53
91,14,52.19,46.175,241.49
92,16,54.611,40.571,238.69
93,15,54.628,42.202,241.47
94,15,54.457,42.516,241.54
95,18,59.054,36.278,242.24
96,18,58.864,36.541,242.3
97,18,59.14,36.336,242.53
98,18,59.014,36.576,242.67
99,18,58.943,36.947,243.11
100,18,59.045,37.064,243.44
101,18,59.143,37.144,243.71
102,18,59.254,36.856,243.5
103,17,60.221,36.255,244.18
104,17,60.098,36.516,244.33
105,17,60.328,36.357,244.46
106,17,57.181,38.381,241.65
107,16,56.224,40.198,242.27
108,16,56.287,40.295,242.56
109,17,57.42,40.172,244.66
110,17,57.832,37.844,242.27
111,17,58.026,37.623,242.33
112,17,57.655,38.12,242.34
113,17,57.912,37.907,242.55
114,17,57.75,39.747,244.7
115,17,57.483,40.3,244.95
116,17,57.859,39.861,245.05
117,17,57.963,39.573,244.85
118,17,57.62,40.02,244.83
119,16,58.629,39.426,245.88
120,16,58.824,39.218,245.94
121,16,58.739,39.156,245.68
122,14,52.367,45.999,241.67
123,16,55.686,41.345,242.71
124,16,55.819,41.391,243.07
125,16,55.465,41.881,242.97
126,16,55.65,41.707,243.14
127,16,56.053,40.509,242.34
128,15,54.687,42.298,241.76
129,15,54.587,42.549,241.9
130,16,55.87,41.868,243.84
131,16,55.96,41.936,244.12
132,16,56.563,40.546,243.51
133,16,56.664,40.654,243.85
134,16,56.44,40.83,243.63
135,16,56.165,41.752,244.31
136,16,55.707,42.162,243.89
137,15,57.93,41.138,247.36
138,15,57.812,41.375,247.51
139,15,57.641,41.636,247.55
140,15,57.585,41.59,247.27
141,15,55.405,43.765,245.49
142,15,55.25,44.035,245.53
143,15,55.152,44.334,245.74
144,15,55.459,43.88,245.78
145,15,55.644,43.709,245.95
146,14,58.201,41.805,250.31
147,14,58.371,41.583,250.35
148,14,58.247,41.843,250.69
149,14,58.42,41.61,250.71
150,14,55.482,45.481,248.67
151,14,55.645,45.231,248.75
152,14,55.34,45.756,248.72
153,14,55.21,46.015,248.76
154,14,55.528,45.528,248.97
155,13,56.855,44.438,252.71
156,13,57.034,44.248,253.11
157,13,56.729,44.723,252.97
158,13,56.87,44.528,253.13
159,18,61.939,32.344,232
160,18,61.92,32.332,232.31
161,18,62.153,32.148,232.26
162,18,62.154,32.109,232.65
163,20,68.682,28.343,232.32
164,20,68.665,28.321,232.7
165,20,68.407,28.463,232.28
166,20,68.117,28.554,232.68
167,21,70.69,27.561,240.66
168,21,70.995,27.432,240.69
169,21,71.289,27.309,240.69
170,21,70.703,27.564,240.97
171,18,63.103,33.511,244.54
172,18,62.954,33.768,244.7
173,18,62.842,33.665,244.4
174,18,65.489,33.48,247.77
175,18,65.336,33.688,247.93
176,18,65.745,33.36,247.92
177,20,67.722,29.395,243.51
178,20,67.821,29.439,243.87
179,20,67.584,29.612,243.94
180,20,67.532,29.555,243.67
181,18,65.571,33.575,248.07
182,18,62.153,34.563,244.7
183,18,62.26,34.67,244.98
184,18,62.406,34.418,244.84
185,17,61.49,36.301,246.17
186,17,61.227,36.432,245.93
187,17,61.099,36.706,246.16
188,17,61.339,36.545,246.32
189,18,63.872,35.492,249.47
190,18,62.946,36.181,249.12
191,18,63.019,36.242,249.51
192,18,63.657,35.685,249.51
193,18,62.813,36.442,249.54
194,18,62.766,36.397,249.28
195,18,63.912,35.552,249.76
196,18,63.499,35.906,249.77
197,18,64.724,34.776,249.36
198,18,64.965,34.649,249.51
199,18,64.786,34.836,249.67
200,17,61.777,37.399,249.52
201,16,61.987,37.21,249.56
202,16,61.579,37.6,249.56
203,17,61.836,37.451,249.89
204,19,64.673,35.494,251.87
205,19,64.935,35.313,251.93
206,19,64.711,35.527,252.17
207,19,64.932,35.397,252.33
208,11,46.942,53.767,236.68
209,11,47.104,53.5,236.95
210,11,47.06,53.795,236.99
211,11,47.228,53.327,237.15
212,10,47.254,55.738,238.37
213,10,47.205,56.115,238.38
214,9,46.954,56.959,237.9
215,9,47.052,56.954,238.29
216,9,46.9,57.339,237.92
217,9,46.979,57.363,238.28
218,10,47.424,55.357,238.68
219,10,47.356,55.762,238.68
220,10,47.831,55.76,239.86
221,10,47.76,56.165,239.86
222,10,47.927,55.903,240.13
223,10,47.892,56.202,240.16
224,10,47.845,56.568,240.19
225,9,47.709,58.963,240.69
226,9,47.555,58.921,240.45
227,9,47.52,59.195,240.47
228,13,48.601,48.219,231.46
229,13,48.605,48.168,231.85
230,13,48.464,48.457,231.47
231,13,48.294,48.696,231.9
232,13,49.027,47.434,232.27
233,13,49.171,47.183,232.27
234,13,49.031,47.43,232.67
235,13,48.883,47.676,232.26
236,13,48.275,48.689,232.29
237,13,48.115,48.96,232.29
238,13,48.264,48.687,232.68
239,13,48.104,48.954,232.68
240,13,48.109,48.959,233.47
241,13,48.286,48.707,233.86
242,13,48.125,48.969,233.87
243,13,48.307,48.725,234.24
244,13,49.516,47.938,236.93
245,13,49.407,48.2,237.08
246,13,49.461,48.293,237.37
247,13,49.685,47.758,237.1
248,13,50.297,47.109,237.76
249,13,50.466,46.921,237.94
250,13,50.368,47.174,238.06
251,13,50.983,46.95,239.51
252,13,51.069,47.485,240.58
253,13,50.981,47.753,240.71
254,13,50.821,48.09,240.75
255,13,50.762,47.991,240.47
256,11,48.278,51.818,238.58
257,11,48.206,52.167,238.68
258,11,48.424,51.729,238.83
259,11,48.354,51.996,238.89
260,10,48.149,56.16,240.68
261,10,48.026,56.146,240.42
262,8,47.462,59.818,240.53
263,8,47.435,60.205,240.57
264,8,47.266,60.194,240.34
265,11,47.405,60.603,240.61
266,11,47.378,60.996,240.63
267,11,47.581,60.591,240.84
268,11,47.549,60.988,240.85
269,11,47.864,61.789,241.36
270,15,52.319,47.511,243.34
271,15,52.495,47.335,243.52
272,15,52.718,47.11,243.75
273,15,52.641,47.388,243.87
274,16,52.894,46.934,243.93
275,16,52.813,47.211,244.05
276,15,52.185,48.951,244.32
277,15,52.269,49.081,244.58
278,15,52.348,48.789,244.51
279,11,50.656,53.002,244.19
280,11,50.813,52.923,244.44
281,14,53.838,47.782,247.09
282,14,53.702,48.127,247.13
283,14,53.89,47.885,247.38
284,14,53.812,48.158,247.52
285,11,51.795,50.957,245.11
286,11,51.875,51.087,245.39
287,11,51.949,50.789,245.31
288,10,49.743,54.163,243.09
289,10,49.668,54.549,243.12
290,10,48.882,55.348,241.93
291,10,49.074,54.999,242.18
292,10,49.041,55.366,242.26
293,10,48.979,55.776,242.27
294,10,49.884,54.213,243.37
295,10,49.821,54.576,243.41
296,11,50.604,53.362,244.28
297,11,50.758,53.197,244.49
298,10,50.605,54.152,244.69
299,10,50.525,54.55,244.72
300,10,49.265,56.938,243.15
301,10,48.893,59.359,242.74
302,10,49.03,59.355,243.02
303,10,49.44,56.567,243.41
304,10,49.426,56.95,243.48
305,10,49.535,57.1,243.74
306,10,49.16,59.309,243.29
307,10,50.698,54.293,244.96
308,10,50.828,54.124,245.17
309,12,53.529,49.904,249.37
310,12,53.65,49.697,249.54
311,12,53.072,50.655,248.68
312,13,52.961,50.971,248.72
313,13,52.849,51.307,248.77
314,12,53.363,50.173,249.1
315,12,53.125,50.703,248.97
316,12,53.45,50.182,249.5
317,12,52.338,52.309,248.17
318,12,52.458,52.11,248.37
319,12,52.415,52.008,248.07
320,11,52.812,51.682,249.18
321,11,52.888,51.713,249.54
322,11,52.798,51.993,249.57
323,11,52.749,51.947,249.3
324,11,53.062,52.979,252.31
325,11,53.104,53.062,252.68
326,11,53.142,53.105,252.97
327,13,54.702,47.1,248.98
328,13,54.605,47.364,249.13
329,13,54.787,47.187,249.56
330,13,54.747,47.151,249.29
331,12,54.789,47.982,251.56
332,12,54.955,47.761,251.91
333,12,54.705,48.283,251.86
334,12,54.836,48.02,251.92
335,12,54.679,48.669,252.68
336,12,54.808,48.407,252.76
337,12,54.776,48.37,252.48
338,12,54.554,48.974,252.71
339,10,51.815,55.394,249.47
340,10,51.746,55.767,249.51
341,11,52.208,54.594,250.29
342,11,52.346,54.301,250.58
343,11,52.297,54.598,250.68
344,11,52.342,54.694,250.98
345,10,51.953,55.115,249.76
346,10,51.901,55.405,249.81
347,9,51.113,57.082,248.19
348,10,51.085,57.385,248.27
349,10,51.018,57.785,248.26
350,9,51.146,57.506,248.56
351,11,52.955,53.361,252.31
352,11,52.351,56.286,252.59
353,11,52.735,54.69,252.99
354,11,52.817,54.481,253.19
355,11,52.792,54.382,252.9
356,11,52.476,56.12,253.16
357,11,52.592,55.765,253.5
358,11,52.528,56.154,253.53
359,11,52.235,56.597,252.28
360,11,52.313,56.592,252.69
361,11,52.235,57.001,252.69
362,9,51.974,58.9,252.83
363,11,52.421,56.483,253.2
364,9,52.072,58.568,253.14
365,9,52.026,58.951,253.17
366,9,51.984,59.337,253.2
367,10,48.882,59.744,242.76
368,11,48.208,61.372,241.83
369,11,48.051,61.387,241.59
370,11,48.209,61.76,241.88
371,8,49.536,62.301,244.55
372,8,49.53,62.609,244.56
373,8,49.626,62.137,244.78
374,7,49.52,64.981,244.56
375,7,49.384,65.38,244.24
376,7,49.383,65.781,244.24
377,7,49.521,65.382,244.56
378,7,49.522,65.783,244.56
379,8,49.638,62.568,244.84
380,7,49.636,64.583,244.86
381,7,49.746,64.986,245.13
382,7,49.639,64.983,244.86
383,6,50.457,65.793,247.18
384,6,50.554,65.775,247.51
385,6,48.505,67.79,242.33
386,6,48.505,68.184,242.33
387,6,48.629,67.789,242.62
388,6,48.631,68.183,242.62
389,6,49.251,68.63,243.94
390,6,49.29,69.012,243.94
391,6,49.394,68.597,244.24
392,6,49.439,69.007,244.26
393,5,49.077,69.354,243.39
394,5,49.111,69.652,243.35
395,5,49.326,69.4,243.91
396,5,49.206,69.413,243.65
397,6,49.439,70.159,243.8
398,6,49.497,70.449,243.75
399,6,49.705,70.198,244.31
400,6,49.583,70.243,244.05
401,6,50.482,66.189,247.16
402,6,50.582,66.174,247.49
403,5,50.692,71.246,245.34
404,4,50.86,71.819,245.12
405,4,50.767,71.942,244.85
406,4,51.02,72.156,245.07
407,5,50.876,71.415,245.51
408,5,50.781,71.541,245.24
409,4,51.021,71.756,245.46
410,4,50.896,70.992,245.89
411,4,51.035,71.352,245.85
412,4,51.044,70.941,246.2
413,4,51.125,71.219,246.13
414,8,51.229,61.744,250.4
415,8,51.217,62.133,250.39
416,8,51.144,61.973,250.13
417,8,51.48,65.789,250.68
418,9,51.665,62.58,251.98
419,9,51.59,62.581,251.7
420,9,51.748,62.58,252.3
421,8,52.042,62.578,253.61
422,9,51.669,62.98,251.98
423,8,51.735,65.791,251.52
424,8,51.851,65.795,251.89
425,8,52.016,65.833,252.39
426,8,51.941,63.254,252.98
427,8,52.061,62.984,253.58
428,8,52.001,62.987,253.3
429,8,52.084,63.38,253.55
430,8,52.008,63.416,253.21
431,8,52.283,63.798,254.32
432,8,52.222,64.968,253.46
433,8,52.175,65.381,253.1
434,8,52.281,65.37,253.48
435,8,52.305,65.673,253.39
436,7,52.353,64.785,254.14
437,7,52.429,65.022,254.41
438,7,52.383,65.056,254.1
439,7,52.42,65.431,253.99
440,5,51.322,67.79,249.13
441,5,51.387,68.167,249.09
442,5,51.437,67.791,249.5
443,5,51.486,68.153,249.41
444,8,51.406,66.179,250.26
445,8,51.503,66.158,250.6
446,8,51.534,66.456,250.57
447,8,51.571,65.97,250.91
448,7,51.681,66.212,251.17
449,8,51.599,66.248,250.88
450,7,51.725,66.595,251.12
451,5,52.234,70.57,249.5
452,5,52.303,70.856,249.38
453,5,52.289,70.465,249.79
454,5,52.368,70.763,249.69
455,8,51.776,66.186,251.49
456,7,51.84,66.594,251.49
457,8,51.875,66.163,251.81
458,8,51.949,65.977,252.12
459,8,52.068,66.217,252.37
460,8,51.978,66.252,252.09
461,8,52.44,68.658,251.95
462,8,52.471,68.224,252.34
463,8,52.399,68.362,252.05
464,8,52.552,68.598,252.29
465,15,101.1,68.74,228.63
466,15,100.93,69.002,228.65
467,15,100.28,69.528,226.26
468,15,100.14,69.777,226.27
469,15,99.992,70.055,226.28
470,15,100.31,69.544,226.65
471,14,99.286,71.339,226.26
472,14,99.147,71.58,225.86
473,14,99.148,71.585,226.25
474,14,99.012,71.825,226.26
475,15,100.77,69.194,228.49
476,15,100.66,69.43,228.64
477,14,98.856,72.103,227.87
478,14,98.859,72.114,228.27
479,47,98.034,31.418,231.87
480,47,98.16,31.709,231.86
481,47,98.268,31.988,231.87
482,47,98.007,31.458,232.24
483,46,100.06,31.944,237.6
484,46,99.726,31.892,237.88
485,46,100.07,31.939,237.89
486,46,100.35,31.988,237.9
487,46,101.97,33.056,237.89
488,46,101.85,32.88,238.31
489,46,101.97,33.07,238.18
490,46,101.95,33.125,238.46
491,45,95.962,37.606,231.32
492,45,96.062,37.496,231.62
493,45,96.282,37.761,231.86
494,45,96.124,37.79,231.53
495,47,95.732,36.568,232.7
496,47,95.747,36.441,233.08
497,46,95.864,36.398,233.38
498,46,94.571,35.002,234.31
499,46,94.454,34.747,234.44
500,46,94.683,34.884,234.59
501,46,94.806,35.132,234.45
502,46,96.037,36.613,233.13
503,45,96.557,36.523,234.3
504,45,96.441,36.212,234.7
505,45,96.378,36.298,234.44
506,45,96.654,36.43,234.65
507,45,96.159,39.346,232.31
508,45,96.248,39.456,232.66
509,45,96.36,39.165,232.47
510,46,94.516,44.52,231.78
511,46,94.787,44.388,231.67
512,46,94.954,44.555,231.42
513,46,94.668,44.676,231.54
514,46,94.848,46.125,230.54
515,46,95.124,45.919,230.41
516,46,95.047,46.185,230.34
517,45,95.481,40.724,233.7
518,45,95.748,40.676,233.77
519,45,95.693,40.483,233.59
520,45,95.341,40.979,233.79
521,44,96.717,41.547,234.07
522,44,96.983,41.624,234.18
523,44,96.924,41.816,233.97
524,44,99.194,45.215,232.54
525,45,90.642,35.35,240.66
526,45,91.021,35.451,240.7
527,45,90.502,35.119,241.12
528,45,90.766,35.286,241.04
529,44,97.894,39.39,235.81
530,44,98.022,38.994,236.08
531,44,98.124,39.384,236.35
532,44,98.013,39.385,236.09
533,42,91.505,40.726,241.54
534,42,91.686,40.504,241.5
535,42,91.747,40.575,241.12
536,42,91.56,40.762,241.28
537,42,91.321,40.967,241.51
538,42,91.435,40.98,241.12
539,42,91.244,41.231,241.06
540,42,91.045,41.435,241.09
541,41,88.68,45.984,240.68
542,41,88.807,46.265,240.68
543,41,88.954,46.542,240.68
544,41,88.669,45.989,241.07
545,44,98.348,40.817,236.55
546,44,98.498,40.974,236.74
547,44,98.401,41.107,236.49
548,43,99.094,42.829,235.85
549,43,99.178,42.763,236.13
550,44,99.327,45.413,232.74
551,44,99.275,45.526,232.45
552,45,99.57,45.633,233.37
553,45,99.654,45.838,233.58
554,43,99.324,44.209,234.32
555,43,99.477,44.553,234.27
556,43,99.557,44.832,234.16
557,43,99.532,44.444,234.56
558,43,99.762,45.008,234.71
559,43,99.679,45.04,234.36
560,45,99.631,45.555,233.68
561,43,99.746,45.412,234.32
562,43,99.818,45.386,234.69
563,45,101.94,34.28,239.71
564,45,101.92,34.706,240.09
565,45,102.03,34.566,239.82
566,45,101.82,34.414,239.98
567,43,99.288,43.064,235.92
568,43,99.385,42.953,236.31
569,43,100.23,43.36,238.28
570,43,100.02,44.656,236.01
571,43,99.93,44.049,236.26
572,43,100.04,44.331,236.37
573,43,99.995,44.38,236.1
574,43,100.08,44.22,236.75
575,43,100.07,43.829,237.17
576,43,100.04,43.929,236.88
577,43,100.15,44.195,237.13
578,43,100.19,44.572,237.1
579,43,100.28,44.946,237.89
580,43,100.34,44.922,238.31
581,43,100.23,45.325,237.88
582,42,100.16,45.667,237.88
583,43,100.27,45.328,238.3
584,42,100.18,45.674,238.28
585,42,100.07,45.958,237.88
586,43,100.05,41.134,239.24
587,43,100.22,41.386,239.47
588,43,100.09,41.423,239.2
589,43,100.24,42.943,238.66
590,43,100.33,43.33,238.66
591,43,100.39,43.206,238.95
592,43,100.54,42.201,239.95
593,43,100.58,42.579,239.91
594,42,100.92,41,241.57
595,42,100.96,41.38,241.53
596,43,100.64,42.167,240.27
597,43,100.7,42.573,240.28
598,42,100.78,42.425,240.56
599,42,100.87,42.59,240.79
600,42,100.94,42.173,241.15
601,42,100.85,42.186,240.87
602,42,100.45,44.507,238.82
603,42,100.42,44.84,238.82
604,42,100.39,44.738,238.56
605,42,100.23,45.736,239.09
606,42,100.12,46.013,239.09
607,42,100.36,45.455,239.47
608,42,100.25,45.776,239.5
609,40,88.85,43.368,244.64
610,41,90.9,40.486,244.3
611,41,90.938,40.563,243.92
612,41,90.76,40.737,244.07
613,41,91.114,40.322,243.95
614,40,88.746,43.582,244.45
615,40,88.689,43.841,244.55
616,40,88.75,43.627,244.76
617,40,89.157,45.954,244.04
618,40,89.234,46.291,243.51
619,40,89.094,46.004,243.72
620,40,89.281,46.196,243.88
621,41,90.159,40.952,246.31
622,41,90.211,40.952,245.92
623,41,90.03,41.232,245.89
624,41,89.999,41.22,246.28
625,40,89.838,41.453,247.92
626,40,89.733,41.778,247.9
627,40,89.843,41.461,248.32
628,40,89.751,41.79,248.3
629,40,89.889,43.249,249.82
630,40,89.978,43.46,250.02
631,40,89.929,43.143,250.1
632,40,90.025,43.359,250.31
633,39,90.63,44.944,249.88
634,39,90.839,45.1,250.03
635,39,90.68,44.827,250.26
636,39,90.9,45.038,250.31
637,40,90.452,43.435,252.3
638,40,90.365,43.11,252.83
639,40,90.339,43.139,252.51
640,40,90.475,43.357,252.68
641,40,90.92,43.811,253.47
642,40,91.061,44.071,253.09
643,40,91.27,44.273,253.14
644,40,91.111,44.029,253.44
645,37,97.987,46.371,252.05
646,37,98.185,46.483,251.86
647,37,98.025,46.327,252.34
648,37,98.292,46.45,252.27
649,42,101.01,40.96,241.89
650,42,101.08,41.369,241.89
651,41,100.68,45.826,243.08
652,41,100.49,46.049,243.08
653,41,100.86,45.59,243.13
654,41,101.68,44.46,243.96
655,41,101.91,44.158,244.27
656,41,101.78,44.501,244.31
657,41,101.65,44.78,244.35
658,41,100.71,45.861,243.47
659,41,100.33,46.321,243.87
660,41,100.55,46.115,243.88
661,41,100.77,45.932,244.16
662,41,100.36,46.339,244.26
663,41,101.11,45.889,245.45
664,41,100.89,46.085,245.49
665,41,101.17,45.922,245.75
666,44,95.339,48.128,229.88
667,44,94.934,48.108,230.29
668,44,95.168,48.289,230.11
669,44,95.099,47.963,230.04
670,46,97.967,48.341,229.77
671,46,98.221,48.151,229.91
672,46,98.316,48.292,230.17
673,44,96.967,49.081,230.32
674,46,97.784,48.579,229.95
675,44,97.108,49.153,230.6
676,44,96.798,49.208,230.53
677,44,97.297,49.343,231.53
678,44,97.336,49.399,231.91
679,44,97.878,49.155,231.87
680,46,98.616,48.657,231.53
681,46,98.865,48.454,231.57
682,46,98.825,48.431,231.28
683,46,98.377,48.824,231.57
684,44,97.577,49.241,231.56
685,44,97.544,49.199,231.29
686,44,97.61,49.287,231.92
687,43,93.021,49.27,233.52
688,43,93.366,49.458,233.47
689,43,93.644,49.543,233.35
690,43,93.251,49.533,233.74
691,44,97.393,49.433,232.3
692,43,99.02,48.206,234.26
693,43,99.015,48.158,234.64
694,44,97.946,49.181,234.01
695,44,98.165,49.04,233.86
696,43,98.627,48.627,234.27
697,43,98.832,48.422,234.26
698,44,97.736,49.316,233.86
699,44,97.959,49.19,233.7
700,42,94.977,50.029,235.12
701,42,95.318,50.047,235.1
702,43,92.04,49.16,237.49
703,43,92.317,49.316,237.49
704,43,92.603,49.463,237.47
705,43,92.05,49.152,237.89
706,43,93.408,49.923,236.29
707,43,93.049,49.752,236.69
708,43,93.388,49.867,236.7
709,43,93.787,49.951,236.7
710,43,99.129,47.887,235.5
711,42,98.749,48.338,235.53
712,43,98.946,48.12,235.49
713,42,99.108,47.858,235.9
714,42,98.725,48.307,235.91
715,42,98.923,48.087,235.9
716,42,99.079,47.84,236.29
717,42,98.696,48.279,236.31
718,42,98.894,48.063,236.3
719,42,98.665,48.254,236.69
720,42,98.305,48.716,235.91
721,42,98.52,48.517,235.91
722,42,98.246,48.656,236.69
723,42,98.459,48.46,236.69
724,42,99.17,47.57,237.6
725,42,99.021,47.812,237.06
726,42,98.636,48.231,237.07
727,42,99.015,47.772,237.44
728,42,98.811,48.004,237.41
729,42,94.963,50.038,235.49
730,42,95.305,50.052,235.48
731,42,93.757,49.53,239.49
732,42,94.052,49.563,239.58
733,41,93.963,49.611,239.27
734,42,94.242,49.632,239.36
735,41,98.916,47.71,239.1
736,41,98.681,47.893,239.5
737,41,98.895,47.695,239.5
738,40,98.319,47.958,241.52
739,40,98.577,47.784,241.48
740,42,96.501,48.953,241.06
741,42,96.474,48.878,241.42
742,42,96.793,48.853,241.03
743,42,96.747,48.811,241.3
744,44,99.325,46.952,231.59
745,44,99.215,46.976,231.3
746,44,99.33,47.304,231.6
747,44,99.428,46.932,231.91
748,42,99.203,47.591,237.02
749,42,99.187,47.581,237.29
750,17,105.86,62.572,234.71
751,17,105.89,62.656,235.08
752,17,106.02,62.388,235.13
753,17,105.99,62.356,234.88
754,14,98.915,72.157,230.26
755,14,98.906,72.199,230.65
756,41,89.926,47.226,243.03
757,41,90.172,47.422,243.07
758,41,89.969,47.167,243.3
759,42,93.789,48.736,243.16
760,42,94.175,48.752,243.17
761,42,93.843,48.814,242.86
762,42,94.186,48.827,242.87
763,42,95.882,48.788,242.41
764,42,95.471,48.764,242.79
765,42,95.773,48.734,242.71
766,42,95.281,48.843,242.57
767,40,98.288,47.931,241.9
768,40,98.02,48.093,241.89
769,40,98.261,47.899,242.29
770,40,98.554,47.76,241.87
771,40,98.791,47.596,241.83
772,39,94.975,48.159,245.47
773,39,95.372,48.225,245.08
774,39,95.354,48.138,245.44
775,39,94.958,48.077,245.78
776,38,93.031,47.358,247.06
777,39,93.396,47.466,247.08
778,38,93.072,47.25,247.4
779,38,93.422,47.347,247.43
780,41,97.897,47.587,245.62
781,41,98.173,47.509,245.48
782,41,98.511,47.375,245.5
783,41,98.194,47.443,245.9
784,42,97.475,47.165,248.4
785,42,97.304,47.233,248.18
786,42,97.338,47.106,248.7
787,42,97.162,47.182,248.45
788,42,98.58,46.946,249.48
789,42,98.97,46.96,249.49
790,42,98.596,46.901,249.86
791,42,98.979,46.935,249.87
792,38,99.769,47.028,251.09
793,38,100.17,47.103,251.11
794,38,99.765,47.033,251.5
795,38,100.17,47.134,251.54
796,16,107.24,71.677,246.31
797,16,107.06,71.898,246.31
798,16,107.44,71.477,246.71
799,16,107.27,71.701,246.71
800,18,107.47,71.513,247.5
801,18,107.3,71.736,247.5
802,18,107.48,71.528,247.89
803,18,107.32,71.747,247.89
804,19,108.29,70.321,248.29
805,19,108.44,70.066,248.29
806,19,108.28,70.321,248.69
807,19,108.43,70.061,248.69
808,2,53.417,77.827,244.29
809,2,53.562,77.989,244.5
810,2,53.607,78.26,244.47
811,3,53.149,75.241,245.74
812,3,53.315,75.427,245.93
813,3,52.71,73.23,247.35
814,3,52.803,73.536,247.15
815,3,52.933,73.798,247.1
816,3,52.877,73.413,247.53
817,3,53.044,73.744,247.47
818,3,53.075,74.083,247.06
819,3,53.145,74.015,247.34
820,3,53.248,75.544,245.64
821,2,53.881,76.966,245.79
822,2,54.033,77.048,246.04
823,2,53.861,77.382,245.45
824,2,53.953,77.249,245.73
825,2,54.226,77.811,245.88
826,2,54.321,77.669,246.14
827,2,54.491,77.841,246.33
828,2,54.393,77.974,246.07
829,2,54.578,77.017,247.13
830,2,54.44,77.041,246.85
831,2,54.654,76.891,247.4
832,2,54.666,77.355,247
833,2,55.487,78.047,247.76
834,2,55.686,78.211,247.92
835,2,55.589,78.339,247.65
836,2,55.854,78.551,247.85
837,1,54.945,80.992,244.71
838,1,55.364,82.1,243.89
839,1,55.695,82.269,243.95
840,1,55.495,81.993,244.14
841,1,55.767,82.089,244.27
842,1,54.957,80.597,245.1
843,1,54.827,80.722,244.83
844,1,55.072,80.869,244.98
845,1,57.228,81.483,246.81
846,1,57.487,81.633,246.95
847,1,57.361,81.714,246.66
848,1,57.298,81.881,246.33
849,2,55.848,78.147,248.27
850,2,57.228,79.532,249.14
851,2,57.399,79.798,249.1
852,2,57.302,79.401,249.51
853,2,57.478,79.677,249.45
854,3,59.699,81.023,252.63
855,3,59.96,81.159,252.61
856,3,59.677,81.101,252.94
857,3,59.924,81.198,252.87
858,4,57.774,82.654,254.41
859,4,58.124,82.676,254.27
860,4,57.844,83.034,254.43
861,4,58.157,83.054,254.31
862,8,55.42,94.088,252.31
863,8,55.609,94.294,252.32
864,8,55.8,94.496,252.32
865,8,55.449,94.04,252.7
866,2,69.264,84.857,241.08
867,2,69.368,84.92,240.72
868,8,85.655,83.248,229.87
869,8,85.646,83.233,230.27
870,8,85.114,83.504,229.87
871,8,85.373,83.383,229.87
872,8,85.104,83.491,230.27
